TaskName,ParticipantPublicID,EventIndex,Response,Question,prePost,cond
iOS-Savage questions,MM_3_b,8,59,trust,1,isot
iOS-Savage questions,MM_4_a,3,2,closeness,1,mus
iOS-Savage questions,MM_4_a,13,31,connection,1,mus
iOS-Savage questions,MM_4_a,6,63,like,1,mus
iOS-Savage questions,MM_4_a,10,53,similarity,1,mus
iOS-Savage questions,MM_4_a,16,49,trust,1,mus
iOS-Savage questions,MM_4_b,6,3,closeness,1,mus
iOS-Savage questions,MM_4_b,9,70,connection,1,mus
iOS-Savage questions,MM_4_b,12,71,like,1,mus
iOS-Savage questions,MM_4_b,15,66,similarity,1,mus
iOS-Savage questions,MM_4_b,5,71,trust,1,mus
iOS-Savage questions,MM_5_a,12,2,closeness,1,isot
iOS-Savage questions,MM_5_a,8,60,connection,1,isot
iOS-Savage questions,MM_5_a,15,74,like,1,isot
iOS-Savage questions,MM_5_a,5,57,similarity,1,isot
iOS-Savage questions,MM_5_a,11,77,trust,1,isot
iOS-Savage questions,MM_5_b,10,2,closeness,1,isot
iOS-Savage questions,MM_5_b,14,49,connection,1,isot
iOS-Savage questions,MM_5_b,6,50,like,1,isot
iOS-Savage questions,MM_5_b,17,50,similarity,1,isot
iOS-Savage questions,MM_5_b,9,50,trust,1,isot
iOS-Savage questions,MM_6_a,3,2,closeness,1,isot
iOS-Savage questions,MM_6_a,9,64,connection,1,isot
iOS-Savage questions,MM_6_a,12,59,like,1,isot
iOS-Savage questions,MM_6_a,15,35,similarity,1,isot
iOS-Savage questions,MM_6_a,6,70,trust,1,isot
iOS-Savage questions,MM_6_b,3,5,closeness,1,isot
iOS-Savage questions,MM_6_b,17,88,connection,1,isot
iOS-Savage questions,MM_6_b,6,100,like,1,isot
iOS-Savage questions,MM_6_b,11,45,similarity,1,isot
iOS-Savage questions,MM_6_b,14,76,trust,1,isot
iOS-Savage questions,MM_7_a,16,4,closeness,1,silent
iOS-Savage questions,MM_7_a,9,32,connection,1,silent
iOS-Savage questions,MM_7_a,15,78,like,1,silent
iOS-Savage questions,MM_7_a,5,22,similarity,1,silent
iOS-Savage questions,MM_7_a,12,21,trust,1,silent
iOS-Savage questions,MM_7_b,6,1,closeness,1,silent
iOS-Savage questions,MM_7_b,5,1,connection,1,silent
iOS-Savage questions,MM_7_b,16,38,like,1,silent
iOS-Savage questions,MM_7_b,9,33,similarity,1,silent
iOS-Savage questions,MM_7_b,13,61,trust,1,silent
iOS-Savage questions,MM_8_a,7,1,closeness,1,isot
iOS-Savage questions,MM_8_a,13,0,connection,1,isot
iOS-Savage questions,MM_8_a,6,51,like,1,isot
iOS-Savage questions,MM_8_a,10,34,similarity,1,isot
iOS-Savage questions,MM_8_a,16,0,trust,1,isot
iOS-Savage questions,MM_8_b,12,6,closeness,1,isot
iOS-Savage questions,MM_8_b,8,91,connection,1,isot
iOS-Savage questions,MM_8_b,5,91,like,1,isot
iOS-Savage questions,MM_8_b,11,84,similarity,1,isot
iOS-Savage questions,MM_8_b,15,76,trust,1,isot
iOS-Savage questions,MM_9_a,7,2,closeness,1,silent
iOS-Savage questions,MM_9_a,10,58,connection,1,silent
iOS-Savage questions,MM_9_a,14,50,like,1,silent
iOS-Savage questions,MM_9_a,17,63,similarity,1,silent
iOS-Savage questions,MM_9_a,6,49,trust,1,silent
iOS-Savage questions,MM_9_b,6,5,closeness,1,silent
iOS-Savage questions,MM_9_b,9,8,connection,1,silent
iOS-Savage questions,MM_9_b,13,50,like,1,silent
iOS-Savage questions,MM_9_b,5,35,similarity,1,silent
iOS-Savage questions,MM_9_b,16,50,trust,1,silent
iOS-Savage questions,FF_10_a,3,2,closeness,2,isot
iOS-Savage questions,FF_10_a,9,56,connection,2,isot
iOS-Savage questions,FF_10_a,12,71,like,2,isot
iOS-Savage questions,FF_10_a,15,40,similarity,2,isot
iOS-Savage questions,FF_10_a,6,26,trust,2,isot
iOS-Savage questions,FF_10_b,5,3,closeness,2,isot
iOS-Savage questions,FF_10_b,14,54,connection,2,isot
iOS-Savage questions,FF_10_b,8,61,like,2,isot
iOS-Savage questions,FF_10_b,17,56,similarity,2,isot
iOS-Savage questions,FF_10_b,11,52,trust,2,isot
iOS-Savage questions,FF_11_a,12,1,closeness,2,silent
iOS-Savage questions,FF_11_a,11,17,connection,2,silent
iOS-Savage questions,FF_11_a,5,58,like,2,silent
iOS-Savage questions,FF_11_a,8,35,similarity,2,silent
iOS-Savage questions,FF_11_a,15,0,trust,2,silent
iOS-Savage questions,FF_11_b,9,4,closeness,2,silent
iOS-Savage questions,FF_11_b,8,63,connection,2,silent
iOS-Savage questions,FF_11_b,12,79,like,2,silent
iOS-Savage questions,FF_11_b,15,65,similarity,2,silent
iOS-Savage questions,FF_11_b,5,64,trust,2,silent
iOS-Savage questions,FF_12_a,16,2,closeness,2,isot
iOS-Savage questions,FF_12_a,9,34,connection,2,isot
iOS-Savage questions,FF_12_a,6,49,like,2,isot
iOS-Savage questions,FF_12_a,15,25,similarity,2,isot
iOS-Savage questions,FF_12_a,12,3,trust,2,isot
iOS-Savage questions,FF_12_b,6,4,closeness,2,isot
iOS-Savage questions,FF_12_b,9,71,connection,2,isot
iOS-Savage questions,FF_12_b,15,68,like,2,isot
iOS-Savage questions,FF_12_b,12,61,similarity,2,isot
iOS-Savage questions,FF_12_b,5,100,trust,2,isot
iOS-Savage questions,FF_13_a,6,3,closeness,2,mus
iOS-Savage questions,FF_13_a,5,75,connection,2,mus
iOS-Savage questions,FF_13_a,12,80,like,2,mus
iOS-Savage questions,FF_13_a,15,59,similarity,2,mus
iOS-Savage questions,FF_13_a,9,46,trust,2,mus
iOS-Savage questions,FF_13_b,15,4,closeness,2,mus
iOS-Savage questions,FF_13_b,5,82,connection,2,mus
iOS-Savage questions,FF_13_b,8,84,like,2,mus
iOS-Savage questions,FF_13_b,11,87,similarity,2,mus
iOS-Savage questions,FF_13_b,14,73,trust,2,mus
iOS-Savage questions,FF_14_a,6,5,closeness,2,silent
iOS-Savage questions,FF_14_a,5,80,connection,2,silent
iOS-Savage questions,FF_14_a,12,97,like,2,silent
iOS-Savage questions,FF_14_a,9,77,similarity,2,silent
iOS-Savage questions,FF_14_a,15,83,trust,2,silent
iOS-Savage questions,FF_14_b,3,3,closeness,2,silent
iOS-Savage questions,FF_14_b,9,79,connection,2,silent
iOS-Savage questions,FF_14_b,6,58,like,2,silent
iOS-Savage questions,FF_14_b,12,66,similarity,2,silent
iOS-Savage questions,FF_14_b,15,59,trust,2,silent
iOS-Savage questions,FF_15_a,12,3,closeness,2,mus
iOS-Savage questions,FF_15_a,11,64,connection,2,mus
iOS-Savage questions,FF_15_a,8,70,like,2,mus
iOS-Savage questions,FF_15_a,15,25,similarity,2,mus
iOS-Savage questions,FF_15_a,5,59,trust,2,mus
iOS-Savage questions,FF_15_b,15,3,closeness,2,mus
iOS-Savage questions,FF_15_b,14,58,connection,2,mus
iOS-Savage questions,FF_15_b,5,63,like,2,mus
iOS-Savage questions,FF_15_b,8,66,similarity,2,mus
iOS-Savage questions,FF_15_b,11,55,trust,2,mus
iOS-Savage questions,FF_16_a,3,1,closeness,2,silent
iOS-Savage questions,FF_16_a,15,71,connection,2,silent
iOS-Savage questions,FF_16_a,12,52,like,2,silent
iOS-Savage questions,FF_16_a,9,47,similarity,2,silent
iOS-Savage questions,FF_16_a,6,53,trust,2,silent
iOS-Savage questions,FF_16_b,3,5,closeness,2,silent
iOS-Savage questions,FF_16_b,12,59,connection,2,silent
iOS-Savage questions,FF_16_b,15,63,like,2,silent
iOS-Savage questions,FF_16_b,9,57,similarity,2,silent
iOS-Savage questions,FF_16_b,6,33,trust,2,silent
iOS-Savage questions,FF_17_a,3,5,closeness,2,isot
iOS-Savage questions,FF_17_a,9,96,connection,2,isot
iOS-Savage questions,FF_17_a,15,100,like,2,isot
iOS-Savage questions,FF_17_a,12,93,similarity,2,isot
iOS-Savage questions,FF_17_a,6,84,trust,2,isot
iOS-Savage questions,FF_17_b,3,5,closeness,2,isot
iOS-Savage questions,FF_17_b,12,65,connection,2,isot
iOS-Savage questions,FF_17_b,15,75,like,2,isot
iOS-Savage questions,FF_17_b,9,61,similarity,2,isot
iOS-Savage questions,FF_17_b,6,66,trust,2,isot
iOS-Savage questions,FF_18_a,15,5,closeness,2,isot
iOS-Savage questions,FF_18_a,8,72,connection,2,isot
iOS-Savage questions,FF_18_a,14,92,like,2,isot
iOS-Savage questions,FF_18_a,11,59,similarity,2,isot
iOS-Savage questions,FF_18_a,5,91,trust,2,isot
iOS-Savage questions,FF_18_b,12,3,closeness,2,isot
iOS-Savage questions,FF_18_b,11,51,connection,2,isot
iOS-Savage questions,FF_18_b,8,64,like,2,isot
iOS-Savage questions,FF_18_b,5,43,similarity,2,isot
iOS-Savage questions,FF_18_b,15,50,trust,2,isot
iOS-Savage questions,FF_1_a,10,2,closeness,2,mus
iOS-Savage questions,FF_1_a,16,62,connection,2,mus
iOS-Savage questions,FF_1_a,5,83,like,2,mus
iOS-Savage questions,FF_1_a,9,53,similarity,2,mus
iOS-Savage questions,FF_1_a,13,54,trust,2,mus
iOS-Savage questions,FF_1_b,6,3,closeness,2,mus
iOS-Savage questions,FF_1_b,15,62,connection,2,mus
iOS-Savage questions,FF_1_b,5,56,like,2,mus
iOS-Savage questions,FF_1_b,9,50,similarity,2,mus
iOS-Savage questions,FF_1_b,12,49,trust,2,mus
iOS-Savage questions,FF_2_a,6,2,closeness,2,silent
iOS-Savage questions,FF_2_a,15,60,connection,2,silent
iOS-Savage questions,FF_2_a,12,59,like,2,silent
iOS-Savage questions,FF_2_a,5,55,similarity,2,silent
iOS-Savage questions,FF_2_a,9,49,trust,2,silent
iOS-Savage questions,FF_2_b,15,2,closeness,2,silent
iOS-Savage questions,FF_2_b,11,44,connection,2,silent
iOS-Savage questions,FF_2_b,14,65,like,2,silent
iOS-Savage questions,FF_2_b,5,44,similarity,2,silent
iOS-Savage questions,FF_2_b,8,63,trust,2,silent
iOS-Savage questions,FF_3_a,6,6,closeness,2,mus
iOS-Savage questions,FF_3_a,15,84,connection,2,mus
iOS-Savage questions,FF_3_a,12,98,like,2,mus
iOS-Savage questions,FF_3_a,9,89,similarity,2,mus
iOS-Savage questions,FF_3_a,5,93,trust,2,mus
iOS-Savage questions,FF_3_b,15,1,closeness,2,mus
iOS-Savage questions,FF_3_b,8,56,connection,2,mus
iOS-Savage questions,FF_3_b,11,65,like,2,mus
iOS-Savage questions,FF_3_b,14,42,similarity,2,mus
iOS-Savage questions,FF_3_b,5,70,trust,2,mus
iOS-Savage questions,FF_4_a,3,5,closeness,2,silent
iOS-Savage questions,FF_4_a,12,59,connection,2,silent
iOS-Savage questions,FF_4_a,6,63,like,2,silent
iOS-Savage questions,FF_4_a,9,55,similarity,2,silent
iOS-Savage questions,FF_4_a,15,55,trust,2,silent
iOS-Savage questions,FF_4_b,3,4,closeness,2,silent
iOS-Savage questions,FF_4_b,6,65,connection,2,silent
iOS-Savage questions,FF_4_b,12,62,like,2,silent
iOS-Savage questions,FF_4_b,15,51,similarity,2,silent
iOS-Savage questions,FF_4_b,9,61,trust,2,silent
iOS-Savage questions (EN),FF_5_a,12,3,closeness,2,mus
iOS-Savage questions (EN),FF_5_a,8,84,connection,2,mus
iOS-Savage questions (EN),FF_5_a,11,89,like,2,mus
iOS-Savage questions (EN),FF_5_a,5,83,similarity,2,mus
iOS-Savage questions (EN),FF_5_a,15,82,trust,2,mus
iOS-Savage questions (EN),FF_5_b,3,2,closeness,2,mus
iOS-Savage questions (EN),FF_5_b,9,52,connection,2,mus
iOS-Savage questions (EN),FF_5_b,12,52,like,2,mus
iOS-Savage questions (EN),FF_5_b,15,34,similarity,2,mus
iOS-Savage questions (EN),FF_5_b,6,53,trust,2,mus
iOS-Savage questions,FF_6_a,15,3,closeness,2,isot
iOS-Savage questions,FF_6_a,11,24,connection,2,isot
iOS-Savage questions,FF_6_a,8,49,like,2,isot
iOS-Savage questions,FF_6_a,5,49,similarity,2,isot
iOS-Savage questions,FF_6_a,14,4,trust,2,isot
iOS-Savage questions,FF_6_b,6,5,closeness,2,isot
iOS-Savage questions,FF_6_b,9,75,connection,2,isot
iOS-Savage questions,FF_6_b,13,63,like,2,isot
iOS-Savage questions,FF_6_b,5,76,similarity,2,isot
iOS-Savage questions,FF_6_b,16,61,trust,2,isot
iOS-Savage questions,FF_7_a,15,1,closeness,2,isot
iOS-Savage questions,FF_7_a,14,69,connection,2,isot
iOS-Savage questions,FF_7_a,8,81,like,2,isot
iOS-Savage questions,FF_7_a,5,56,similarity,2,isot
iOS-Savage questions,FF_7_a,11,62,trust,2,isot
iOS-Savage questions,FF_7_b,6,2,closeness,2,isot
iOS-Savage questions,FF_7_b,15,46,connection,2,isot
iOS-Savage questions,FF_7_b,5,60,like,2,isot
iOS-Savage questions,FF_7_b,9,54,similarity,2,isot
iOS-Savage questions,FF_7_b,12,44,trust,2,isot
iOS-Savage questions,FF_8_a,12,4,closeness,2,mus
iOS-Savage questions,FF_8_a,11,80,connection,2,mus
iOS-Savage questions,FF_8_a,8,68,like,2,mus
iOS-Savage questions,FF_8_a,15,65,similarity,2,mus
iOS-Savage questions,FF_8_a,5,66,trust,2,mus
iOS-Savage questions,FF_8_b,5,2,closeness,2,mus
iOS-Savage questions,FF_8_b,14,44,connection,2,mus
iOS-Savage questions,FF_8_b,11,62,like,2,mus
iOS-Savage questions,FF_8_b,8,50,similarity,2,mus
iOS-Savage questions,FF_8_b,17,58,trust,2,mus
iOS-Savage questions,FF_9_a,9,3,closeness,2,silent
iOS-Savage questions,FF_9_a,12,62,connection,2,silent
iOS-Savage questions,FF_9_a,15,59,like,2,silent
iOS-Savage questions,FF_9_a,5,56,similarity,2,silent
iOS-Savage questions,FF_9_a,8,57,trust,2,silent
iOS-Savage questions,FF_9_b,9,5,closeness,2,silent
iOS-Savage questions,FF_9_b,5,81,connection,2,silent
iOS-Savage questions,FF_9_b,8,96,like,2,silent
iOS-Savage questions,FF_9_b,12,30,similarity,2,silent
iOS-Savage questions,FF_9_b,15,66,trust,2,silent
iOS-Savage questions,FM_10_a,6,2,closeness,2,isot
iOS-Savage questions,FM_10_a,15,51,connection,2,isot
iOS-Savage questions,FM_10_a,12,56,like,2,isot
iOS-Savage questions,FM_10_a,5,44,similarity,2,isot
iOS-Savage questions,FM_10_a,9,53,trust,2,isot
iOS-Savage questions,FM_10_b,15,1,closeness,2,isot
iOS-Savage questions,FM_10_b,8,63,connection,2,isot
iOS-Savage questions,FM_10_b,5,73,like,2,isot
iOS-Savage questions,FM_10_b,14,41,similarity,2,isot
iOS-Savage questions,FM_10_b,11,62,trust,2,isot
iOS-Savage questions,FM_11_a,6,2,closeness,2,silent
iOS-Savage questions,FM_11_a,15,54,connection,2,silent
iOS-Savage questions,FM_11_a,5,59,like,2,silent
iOS-Savage questions,FM_11_a,12,51,similarity,2,silent
iOS-Savage questions,FM_11_a,9,51,trust,2,silent
iOS-Savage questions,FM_11_b,3,3,closeness,2,silent
iOS-Savage questions,FM_11_b,12,55,connection,2,silent
iOS-Savage questions,FM_11_b,15,57,like,2,silent
iOS-Savage questions,FM_11_b,6,55,similarity,2,silent
iOS-Savage questions,FM_11_b,9,42,trust,2,silent
iOS-Savage questions,FM_12_a,12,1,closeness,2,isot
iOS-Savage questions,FM_12_a,15,0,connection,2,isot
iOS-Savage questions,FM_12_a,5,19,like,2,isot
iOS-Savage questions,FM_12_a,11,0,similarity,2,isot
iOS-Savage questions,FM_12_a,8,17,trust,2,isot
iOS-Savage questions,FM_12_b,6,3,closeness,2,isot
iOS-Savage questions,FM_12_b,5,61,connection,2,isot
iOS-Savage questions,FM_12_b,15,84,like,2,isot
iOS-Savage questions,FM_12_b,9,72,similarity,2,isot
iOS-Savage questions,FM_12_b,12,68,trust,2,isot
iOS-Savage questions,FM_13_a,3,2,closeness,2,mus
iOS-Savage questions,FM_13_a,9,49,connection,2,mus
iOS-Savage questions,FM_13_a,12,51,like,2,mus
iOS-Savage questions,FM_13_a,15,48,similarity,2,mus
iOS-Savage questions,FM_13_a,6,52,trust,2,mus
iOS-Savage questions,FM_13_b,3,5,closeness,2,mus
iOS-Savage questions,FM_13_b,6,82,connection,2,mus
iOS-Savage questions,FM_13_b,9,76,like,2,mus
iOS-Savage questions,FM_13_b,15,63,similarity,2,mus
iOS-Savage questions,FM_13_b,12,75,trust,2,mus
iOS-Savage questions,FM_14_a,6,2,closeness,2,silent
iOS-Savage questions,FM_14_a,9,52,connection,2,silent
iOS-Savage questions,FM_14_a,15,57,like,2,silent
iOS-Savage questions,FM_14_a,12,52,similarity,2,silent
iOS-Savage questions,FM_14_a,5,53,trust,2,silent
iOS-Savage questions,FM_14_b,6,4,closeness,2,silent
iOS-Savage questions,FM_14_b,15,63,connection,2,silent
iOS-Savage questions,FM_14_b,9,82,like,2,silent
iOS-Savage questions,FM_14_b,5,72,similarity,2,silent
iOS-Savage questions,FM_14_b,12,59,trust,2,silent
iOS-Savage questions,FM_15_a,6,5,closeness,2,silent
iOS-Savage questions,FM_15_a,9,85,connection,2,silent
iOS-Savage questions,FM_15_a,12,88,like,2,silent
iOS-Savage questions,FM_15_a,15,70,similarity,2,silent
iOS-Savage questions,FM_15_a,5,90,trust,2,silent
iOS-Savage questions,FM_15_b,3,4,closeness,2,silent
iOS-Savage questions,FM_15_b,12,56,connection,2,silent
iOS-Savage questions,FM_15_b,9,60,like,2,silent
iOS-Savage questions,FM_15_b,6,57,similarity,2,silent
iOS-Savage questions,FM_15_b,15,59,trust,2,silent
iOS-Savage questions,FM_17_a,6,3,closeness,2,mus
iOS-Savage questions,FM_17_a,5,64,connection,2,mus
iOS-Savage questions,FM_17_a,15,65,like,2,mus
iOS-Savage questions,FM_17_a,9,60,similarity,2,mus
iOS-Savage questions,FM_17_a,12,62,trust,2,mus
iOS-Savage questions,FM_17_b,3,3,closeness,2,mus
iOS-Savage questions,FM_17_b,15,55,connection,2,mus
iOS-Savage questions,FM_17_b,12,86,like,2,mus
iOS-Savage questions,FM_17_b,9,54,similarity,2,mus
iOS-Savage questions,FM_17_b,6,70,trust,2,mus
iOS-Savage questions,FM_18_a,13,3,closeness,2,isot
iOS-Savage questions,FM_18_a,5,59,connection,2,isot
iOS-Savage questions,FM_18_a,8,84,like,2,isot
iOS-Savage questions,FM_18_a,12,53,similarity,2,isot
iOS-Savage questions,FM_18_a,16,47,trust,2,isot
iOS-Savage questions,FM_18_b,15,3,closeness,2,isot
iOS-Savage questions,FM_18_b,11,76,connection,2,isot
iOS-Savage questions,FM_18_b,14,86,like,2,isot
iOS-Savage questions,FM_18_b,5,74,similarity,2,isot
iOS-Savage questions,FM_18_b,8,77,trust,2,isot
iOS-Savage questions,FM_19_a,3,1,closeness,2,isot
iOS-Savage questions,FM_19_a,6,80,connection,2,isot
iOS-Savage questions,FM_19_a,12,81,like,2,isot
iOS-Savage questions,FM_19_a,9,84,similarity,2,isot
iOS-Savage questions,FM_19_a,15,79,trust,2,isot
iOS-Savage questions,FM_19_b,9,5,closeness,2,isot
iOS-Savage questions,FM_19_b,5,99,connection,2,isot
iOS-Savage questions,FM_19_b,12,99,like,2,isot
iOS-Savage questions,FM_19_b,15,93,similarity,2,isot
iOS-Savage questions,FM_19_b,8,100,trust,2,isot
iOS-Savage questions,FM_1_a,9,5,closeness,2,isot
iOS-Savage questions,FM_1_a,15,92,connection,2,isot
iOS-Savage questions,FM_1_a,5,85,like,2,isot
iOS-Savage questions,FM_1_a,8,80,similarity,2,isot
iOS-Savage questions,FM_1_a,12,83,trust,2,isot
iOS-Savage questions,FM_1_b,10,3,closeness,2,isot
iOS-Savage questions,FM_1_b,9,69,connection,2,isot
iOS-Savage questions,FM_1_b,13,60,like,2,isot
iOS-Savage questions,FM_1_b,6,52,similarity,2,isot
iOS-Savage questions,FM_1_b,16,50,trust,2,isot
iOS-Savage questions,FM_2_a,9,4,closeness,2,mus
iOS-Savage questions,FM_2_a,12,73,connection,2,mus
iOS-Savage questions,FM_2_a,15,61,like,2,mus
iOS-Savage questions,FM_2_a,8,41,similarity,2,mus
iOS-Savage questions,FM_2_a,5,72,trust,2,mus
iOS-Savage questions,FM_2_b,6,6,closeness,2,mus
iOS-Savage questions,FM_2_b,12,72,connection,2,mus
iOS-Savage questions,FM_2_b,15,81,like,2,mus
iOS-Savage questions,FM_2_b,5,66,similarity,2,mus
iOS-Savage questions,FM_2_b,9,69,trust,2,mus
iOS-Savage questions,FM_4_a,6,5,closeness,2,mus
iOS-Savage questions,FM_4_a,12,70,connection,2,mus
iOS-Savage questions,FM_4_a,5,74,like,2,mus
iOS-Savage questions,FM_4_a,9,63,similarity,2,mus
iOS-Savage questions,FM_4_a,15,84,trust,2,mus
iOS-Savage questions,FM_4_b,12,3,closeness,2,mus
iOS-Savage questions,FM_4_b,5,61,connection,2,mus
iOS-Savage questions,FM_4_b,15,57,like,2,mus
iOS-Savage questions,FM_4_b,8,54,similarity,2,mus
iOS-Savage questions,FM_4_b,11,56,trust,2,mus
iOS-Savage questions,FM_5_a,9,2,closeness,2,silent
iOS-Savage questions,FM_5_a,12,59,connection,2,silent
iOS-Savage questions,FM_5_a,15,64,like,2,silent
iOS-Savage questions,FM_5_a,8,57,similarity,2,silent
iOS-Savage questions,FM_5_a,5,62,trust,2,silent
iOS-Savage questions,FM_5_b,6,2,closeness,2,silent
iOS-Savage questions,FM_5_b,5,47,connection,2,silent
iOS-Savage questions,FM_5_b,12,51,like,2,silent
iOS-Savage questions,FM_5_b,15,48,similarity,2,silent
iOS-Savage questions,FM_5_b,9,51,trust,2,silent
iOS-Savage questions,FM_6_a,13,3,closeness,2,isot
iOS-Savage questions,FM_6_a,16,72,connection,2,isot
iOS-Savage questions,FM_6_a,12,70,like,2,isot
iOS-Savage questions,FM_6_a,9,52,similarity,2,isot
iOS-Savage questions,FM_6_a,5,67,trust,2,isot
iOS-Savage questions,FM_6_b,3,4,closeness,2,isot
iOS-Savage questions,FM_6_b,6,71,connection,2,isot
iOS-Savage questions,FM_6_b,12,64,like,2,isot
iOS-Savage questions,FM_6_b,15,44,similarity,2,isot
iOS-Savage questions,FM_6_b,9,56,trust,2,isot
iOS-Savage questions,FM_7_a,15,2,closeness,2,silent
iOS-Savage questions,FM_7_a,5,65,connection,2,silent
iOS-Savage questions,FM_7_a,8,67,like,2,silent
iOS-Savage questions,FM_7_a,14,34,similarity,2,silent
iOS-Savage questions,FM_7_a,11,55,trust,2,silent
iOS-Savage questions,FM_7_b,12,4,closeness,2,silent
iOS-Savage questions,FM_7_b,5,68,connection,2,silent
iOS-Savage questions,FM_7_b,8,56,like,2,silent
iOS-Savage questions,FM_7_b,15,48,similarity,2,silent
iOS-Savage questions,FM_7_b,11,58,trust,2,silent
iOS-Savage questions,FM_8_a,3,3,closeness,2,mus
iOS-Savage questions,FM_8_a,15,47,connection,2,mus
iOS-Savage questions,FM_8_a,9,55,like,2,mus
iOS-Savage questions,FM_8_a,12,43,similarity,2,mus
iOS-Savage questions,FM_8_a,6,57,trust,2,mus
iOS-Savage questions,FM_8_b,6,1,closeness,2,mus
iOS-Savage questions,FM_8_b,12,24,connection,2,mus
iOS-Savage questions,FM_8_b,5,60,like,2,mus
iOS-Savage questions,FM_8_b,9,15,similarity,2,mus
iOS-Savage questions,FM_8_b,15,53,trust,2,mus
iOS-Savage questions,FM_9_a,6,3,closeness,2,silent
iOS-Savage questions,FM_9_a,15,77,connection,2,silent
iOS-Savage questions,FM_9_a,5,58,like,2,silent
iOS-Savage questions,FM_9_a,9,67,similarity,2,silent
iOS-Savage questions,FM_9_a,12,94,trust,2,silent
iOS-Savage questions,FM_9_b,16,2,closeness,2,silent
iOS-Savage questions,FM_9_b,11,44,connection,2,silent
iOS-Savage questions,FM_9_b,8,67,like,2,silent
iOS-Savage questions,FM_9_b,5,40,similarity,2,silent
iOS-Savage questions,FM_9_b,15,51,trust,2,silent
iOS-Savage questions,MM_10_a,15,4,closeness,2,mus
iOS-Savage questions,MM_10_a,8,59,connection,2,mus
iOS-Savage questions,MM_10_a,5,57,like,2,mus
iOS-Savage questions,MM_10_a,14,58,similarity,2,mus
iOS-Savage questions,MM_10_a,11,56,trust,2,mus
iOS-Savage questions,MM_10_b,3,6,closeness,2,mus
iOS-Savage questions,MM_10_b,9,80,connection,2,mus
iOS-Savage questions,MM_10_b,12,87,like,2,mus
iOS-Savage questions,MM_10_b,6,81,similarity,2,mus
iOS-Savage questions,MM_10_b,15,91,trust,2,mus
iOS-Savage questions,MM_11_a,3,4,closeness,2,mus
iOS-Savage questions,MM_11_a,9,55,connection,2,mus
iOS-Savage questions,MM_11_a,12,83,like,2,mus
iOS-Savage questions,MM_11_a,6,76,similarity,2,mus
iOS-Savage questions,MM_11_a,15,51,trust,2,mus
iOS-Savage questions,MM_11_b,10,3,closeness,2,mus
iOS-Savage questions,MM_11_b,6,54,connection,2,mus
iOS-Savage questions,MM_11_b,13,85,like,2,mus
iOS-Savage questions,MM_11_b,16,46,similarity,2,mus
iOS-Savage questions,MM_11_b,9,57,trust,2,mus
iOS-Savage questions,MM_12_a,12,3,closeness,2,silent
iOS-Savage questions,MM_12_a,5,75,connection,2,silent
iOS-Savage questions,MM_12_a,11,95,like,2,silent
iOS-Savage questions,MM_12_a,15,59,similarity,2,silent
iOS-Savage questions,MM_12_a,8,60,trust,2,silent
iOS-Savage questions,MM_12_b,15,2,closeness,2,silent
iOS-Savage questions,MM_12_b,5,62,connection,2,silent
iOS-Savage questions,MM_12_b,8,67,like,2,silent
iOS-Savage questions,MM_12_b,11,38,similarity,2,silent
iOS-Savage questions,MM_12_b,14,31,trust,2,silent
iOS-Savage questions,MM_13_a,12,2,closeness,2,silent
iOS-Savage questions,MM_13_a,11,39,connection,2,silent
iOS-Savage questions,MM_13_a,8,45,like,2,silent
iOS-Savage questions,MM_13_a,15,28,similarity,2,silent
iOS-Savage questions,MM_13_a,5,45,trust,2,silent
iOS-Savage questions,MM_13_b,9,4,closeness,2,silent
iOS-Savage questions,MM_13_b,8,60,connection,2,silent
iOS-Savage questions,MM_13_b,12,75,like,2,silent
iOS-Savage questions,MM_13_b,15,57,similarity,2,silent
iOS-Savage questions,MM_13_b,5,76,trust,2,silent
iOS-Savage questions,MM_14_a,9,3,closeness,2,mus
iOS-Savage questions,MM_14_a,12,52,connection,2,mus
iOS-Savage questions,MM_14_a,5,52,like,2,mus
iOS-Savage questions,MM_14_a,8,52,similarity,2,mus
iOS-Savage questions,MM_14_a,15,52,trust,2,mus
iOS-Savage questions,MM_14_b,10,5,closeness,2,mus
iOS-Savage questions,MM_14_b,13,78,connection,2,mus
iOS-Savage questions,MM_14_b,9,88,like,2,mus
iOS-Savage questions,MM_14_b,6,73,similarity,2,mus
iOS-Savage questions,MM_14_b,16,73,trust,2,mus
iOS-Savage questions,MM_15_a,15,4,closeness,2,silent
iOS-Savage questions,MM_15_a,14,60,connection,2,silent
iOS-Savage questions,MM_15_a,11,38,like,2,silent
iOS-Savage questions,MM_15_a,8,25,similarity,2,silent
iOS-Savage questions,MM_15_a,5,61,trust,2,silent
iOS-Savage questions,MM_15_b,6,5,closeness,2,silent
iOS-Savage questions,MM_15_b,5,98,connection,2,silent
iOS-Savage questions,MM_15_b,13,59,like,2,silent
iOS-Savage questions,MM_15_b,10,51,similarity,2,silent
iOS-Savage questions,MM_15_b,16,54,trust,2,silent
iOS-Savage questions,MM_16_a,15,4,closeness,2,isot
iOS-Savage questions,MM_16_a,8,73,connection,2,isot
iOS-Savage questions,MM_16_a,5,63,like,2,isot
iOS-Savage questions,MM_16_a,14,52,similarity,2,isot
iOS-Savage questions,MM_16_a,11,62,trust,2,isot
iOS-Savage questions,MM_16_b,3,1,closeness,2,isot
