fileName,dyad_group,dyad,trial,trial_counter,timestmp,mean_eMB1,mean_eMB2,phase_diff_wrapped,phase_diff_wrapped_deg,resultant_length,mean_angle_dir,phase_diff_signed,phase_diff_abs,phase_diff_std,plv,phase_diff_unwrap,duration,velrot_emb1,velrot_emb2,std_velrot_emb1,std_velrot_emb2,diff_std_velrotdiff,phase_diff_unwr_abs,phase_diff_unwr_std
exp_dg_FF_d_10_trial_10_18451.txt,FF,10,10,1,739529.753912037,122.943647949024,120.550378335325,0.969149854604447,55.5281963845522,0.824515897069919,0.963311029664462,-0.305821692686934,88.7828060805259,127.013410682502,0.824515897069919,24.1118651686983,19467.997125,282.837820046172,279.731494521605,161.744467200814,161.445859471893,0.298607728920985,24.6065024413871,15.4208710421298
exp_dg_FF_d_10_trial_11_18518.txt,FF,10,11,2,739529.754189815,111.592553191489,110.788723404255,0.337788921102565,19.3538795454545,0.855924839565879,0.318202014767337,0.044788636363636,47.3719977272727,90.8844413978688,0.855924839565879,26.1871235042129,17595.903875,303.311247453472,300.82700079275,181.178341126335,184.111625984363,-2.93328485802863,28.694481286815,20.6569087795468
exp_dg_FF_d_10_trial_12_18544.txt,FF,10,12,3,739529.754467593,136.563490386647,120.249313331925,0.502453485321601,28.7884641105662,0.844099498616734,0.475695061531364,-1.70640882746322,56.4359451627285,101.633867111539,0.844099498616734,48.2593407597691,17942.553042,305.962072984761,299.662094457519,175.18812114149,172.19094951205,2.99717162943952,48.6341066982444,21.2214102595805
exp_dg_FF_d_10_trial_13_1868.txt,FF,10,13,4,739529.754791667,117.493791088386,115.736303871439,0.715706473512493,41.0069603024575,0.876571111411281,0.715813535491521,-7.31062003780718,75.0235803402646,118.230684099249,0.876571111411281,7.96737856450877,21155.961959,258.710079901245,261.300411139115,156.413002917571,147.574492614017,8.83851030355387,31.5314696255297,35.62809003297
exp_dg_FF_d_10_trial_14_18632.txt,FF,10,14,5,739529.755092593,124.832438650307,123.088573619632,0.710714928129429,40.72096581876,0.901828418499448,0.712522587614582,-6.78300874403816,74.0351470588235,117.748797816912,0.901828418499448,29.1555126214711,20123.949541,280.481324955138,278.068268516346,140.173887677289,137.738809694982,2.43507798230721,30.8865908305996,20.7805774448446
exp_dg_FF_d_10_trial_15_18659.txt,FF,10,15,6,739529.75537037,121.857895846511,120.451402066203,0.574399164920073,32.9106479057591,0.921097996322546,0.580808058312214,-7.92704842931938,64.6189768760908,110.16767282001,0.921097996322546,-10.7684627272651,18331.952542,294.760816197397,294.266807311697,179.208361655479,168.664939337287,10.5434223181921,15.9280544782042,18.7623801049781
exp_dg_FF_d_10_trial_16_18726.txt,FF,10,16,7,739529.755625,120.318864003694,117.847841145232,0.997882528249055,57.174457318515,0.954717222224295,1.0006915962615,-0.285935209269333,94.2874627571529,130.144920300215,0.954717222224295,43.2506405902774,16912.001417,306.072739975752,305.870082909767,205.248896627638,199.637470414988,5.61142621264963,43.5086099268121,30.7319902905735
exp_dg_FF_d_10_trial_1_175954.txt,FF,10,1,8,739529.751041667,114.397255453906,112.869458128079,0.614440157587408,35.2048277931117,0.920930460717069,0.612241651252216,6.04366134645385,60.2644749789992,101.856552038786,0.920930460717069,45.2070652651996,33327.97125,172.64197344651,169.822991772735,108.385083592646,104.208882820735,4.17620077191083,45.6980066370543,23.9743918371661
exp_dg_FF_d_10_trial_2_18057.txt,FF,10,2,9,739529.751342593,113.011309115833,109.67135023989,0.65847778248275,37.727997839395,0.486912262919298,1.06751121755361,0.263107670147642,102.328458768455,135.277511386737,0.486912262919298,176.653862638718,11103.990834,402.361502349434,361.965450664438,305.799538997164,355.101302730324,-49.3017637331606,177.051838872064,162.661679298927
exp_dg_FF_d_10_trial_3_18145.txt,FF,10,3,10,739529.751666667,127.149731423456,111.841763652641,0.800142856196259,45.8448086675887,0.438410746921785,2.13317912983816,10.4091240202858,145.843720608575,164.317736543527,0.438410746921785,245.822899384928,17347.954583,309.410871043378,290.670113051246,235.444820458544,223.349622339415,12.0951981191287,246.194397771282,97.1679924864859
exp_dg_FF_d_10_trial_4_1827.txt,FF,10,4,11,739669.72681713,119.102078352032,116.014530071731,1.2656121918567,72.5142370936902,0.86869758084337,1.25963112260605,-0.0364321223709372,112.658424474187,143.668209194738,0.86869758084337,7.20304678031818,20915.875875,263.399544742711,264.852593481129,161.837414209984,149.335561356088,12.5018528538952,35.4639340727417,41.5809229649947
exp_dg_FF_d_10_trial_5_18232.txt,FF,10,5,12,739529.752314815,111.880423280423,108.660529100529,1.1199563276807,64.1687708150745,0.744026548415862,1.29093007220427,-3.42982690622261,111.151969763366,140.898454874925,0.744026548415862,-5.85829730102209,18253.109875,285.813635418553,285.198872680317,205.7194011613,190.467880346247,15.2515208150527,29.1834619338668,36.4719049033836
exp_dg_FF_d_10_trial_6_1832.txt,FF,10,6,13,739529.752662037,134.14700726271,130.440520911595,1.21204164799671,69.4448710242925,0.682314291515845,1.46559897934896,4.71158777861258,120.631677936389,148.832931972606,0.682314291515845,73.6787124538878,15029.808458,313.960399731715,309.28739329725,228.80919540312,218.17498424033,10.6342111627897,74.2630420509455,45.147749805795
exp_dg_FF_d_10_trial_7_18333.txt,FF,10,7,14,739529.752962963,112.291426445974,109.32453040729,1.21113541030733,69.3929474294549,0.884480745217163,1.19263741762621,3.36279667568612,107.661923076923,139.27203584378,0.884480745217163,68.0951493620425,20691.862792,267.549300787076,266.503688108297,158.025305527983,155.51288341027,2.5124221177131,68.0951493620425,27.6108257386215
