ParticipantPublicID,PrePost,Spreadsheet_Display,TrialNumber,ReactionTime,smallTreasure,SurePayoff,conditionStr
FF_1_a,1,coordination,1,4356.69999999888,12,1,mus
FF_1_a,1,coordination,2,3682.90000000002,1,0,mus
FF_1_a,1,coordination,3,1972.80000000037,10,1,mus
FF_1_a,1,coordination,4,2976.19999999925,9,1,mus
FF_1_a,1,coordination,5,1737.59999999887,7,0,mus
FF_1_a,1,coordination,6,3669.59999999887,7,1,mus
FF_1_a,1,coordination,7,2679.10000000001,15,1,mus
FF_1_a,1,coordination,8,3704.99999999924,9,0,mus
FF_1_a,1,coordination,9,5387.09999999925,11,0,mus
FF_1_a,1,coordination,10,2122.19999999925,10,1,mus
FF_1_a,1,coordination,11,2793.59999999963,5,1,mus
FF_1_a,1,coordination,12,1066.20000000001,3,0,mus
FF_1_a,1,coordination,13,2966.39999999999,6,0,mus
FF_1_a,1,coordination,14,1349.59999999998,8,1,mus
FF_1_a,1,coordination,15,2443.60000000001,5,1,mus
FF_1_a,1,coordination,16,3631.99999999962,8,0,mus
FF_1_a,1,coordination,17,2323.49999999924,13,1,mus
FF_1_a,1,coordination,18,2731.70000000001,2,0,mus
FF_1_a,1,coordination,19,2241.59999999925,4,1,mus
FF_1_a,1,coordination,20,2399.09999999963,14,1,mus
FF_1_a,1,coordination,21,1393.79999999926,6,0,mus
FF_1_a,1,lottery,1,3172.89999999962,2,0,mus
FF_1_a,1,lottery,2,2251.29999999888,8,0,mus
FF_1_a,1,lottery,3,6309.79999999999,4,0,mus
FF_1_a,1,lottery,4,1445.09999999887,9,1,mus
FF_1_a,1,lottery,5,2369.00000000035,1,0,mus
FF_1_a,1,lottery,6,7143.70000000001,5,0,mus
FF_1_a,1,lottery,7,2398.59999999928,7,0,mus
FF_1_a,1,lottery,8,693.699999998906,15,0,mus
FF_1_a,1,lottery,9,668.299999999988,10,1,mus
FF_1_a,1,lottery,10,1061.59999999887,10,0,mus
FF_1_a,1,lottery,11,729.199999999255,13,0,mus
FF_1_a,1,lottery,12,741.400000000373,9,0,mus
FF_1_a,1,lottery,13,683.199999999953,11,0,mus
FF_1_a,1,lottery,14,541.799999999988,6,0,mus
FF_1_a,1,lottery,15,420.299999999232,14,1,mus
FF_1_a,1,lottery,16,1226.90000000037,8,0,mus
FF_1_a,1,lottery,17,686.299999999232,5,0,mus
FF_1_a,1,lottery,18,1254.3000000004,3,0,mus
FF_1_a,1,lottery,19,1373.6999999996,12,0,mus
FF_1_a,1,lottery,20,1990.89999999962,7,1,mus
FF_1_a,1,lottery,21,2115.50000000035,6,0,mus
FF_1_a,2,coordination,1,2667.39999999999,8,0,mus
FF_1_a,2,coordination,2,3008.00000000038,9,0,mus
FF_1_a,2,coordination,3,3171.20000000038,5,0,mus
FF_1_a,2,coordination,4,3039.60000000038,2,0,mus
FF_1_a,2,coordination,5,1466.29999999964,7,0,mus
FF_1_a,2,coordination,6,2223.29999999888,7,0,mus
FF_1_a,2,coordination,7,2346.60000000038,13,1,mus
FF_1_a,2,coordination,8,1721.79999999964,6,0,mus
FF_1_a,2,coordination,9,1402.69999999888,4,0,mus
FF_1_a,2,coordination,10,2077.5,8,1,mus
FF_1_a,2,coordination,11,1876.79999999999,3,0,mus
FF_1_a,2,coordination,12,1225.89999999999,9,0,mus
FF_1_a,2,coordination,13,2540.90000000037,15,1,mus
FF_1_a,2,coordination,14,1580.10000000038,12,1,mus
FF_1_a,2,coordination,15,1590.89999999889,5,0,mus
FF_1_a,2,coordination,16,2502.40000000037,11,1,mus
FF_1_a,2,coordination,17,1852.99999999962,10,0,mus
FF_1_a,2,coordination,18,2024.70000000001,14,1,mus
FF_1_a,2,coordination,19,3261.09999999887,6,0,mus
FF_1_a,2,coordination,20,1076.59999999887,10,1,mus
FF_1_a,2,coordination,21,2064.39999999999,1,0,mus
FF_1_a,2,lottery,1,6305.30000000037,3,0,mus
FF_1_a,2,lottery,2,1829.89999999999,10,1,mus
FF_1_a,2,lottery,3,1386.59999999963,9,1,mus
FF_1_a,2,lottery,4,1762.59999999925,6,0,mus
FF_1_a,2,lottery,5,973.200000000361,5,0,mus
FF_1_a,2,lottery,6,737.500000000378,8,0,mus
FF_1_a,2,lottery,7,1177.29999999888,14,1,mus
FF_1_a,2,lottery,8,1639.19999999925,4,0,mus
FF_1_a,2,lottery,9,1516.49999999997,8,1,mus
FF_1_a,2,lottery,10,1251.20000000036,7,0,mus
FF_1_a,2,lottery,11,1085.00000000038,7,0,mus
FF_1_a,2,lottery,12,1872.59999999925,5,0,mus
FF_1_a,2,lottery,13,1366.59999999998,11,1,mus
FF_1_a,2,lottery,14,1325.20000000036,10,1,mus
FF_1_a,2,lottery,15,1328.09999999887,9,1,mus
FF_1_a,2,lottery,16,1206.90000000037,1,0,mus
FF_1_a,2,lottery,17,1594.89999999962,15,1,mus
FF_1_a,2,lottery,18,2160.29999999888,12,1,mus
FF_1_a,2,lottery,19,2510.79999999999,6,0,mus
FF_1_a,2,lottery,20,1518.39999999927,13,1,mus
FF_1_a,2,lottery,21,1205.8000000004,2,0,mus
FF_1_b,1,coordination,1,2403.79999999999,9,0,mus
FF_1_b,1,coordination,2,5143.82000000001,14,0,mus
FF_1_b,1,coordination,3,5533.32000000001,1,0,mus
FF_1_b,1,coordination,4,3530.88,6,0,mus
FF_1_b,1,coordination,5,2955.23999999999,11,0,mus
FF_1_b,1,coordination,6,2666.28,5,0,mus
FF_1_b,1,coordination,7,2243.28,10,0,mus
FF_1_b,1,coordination,8,2116.64000000001,8,0,mus
FF_1_b,1,coordination,9,1821.95999999999,13,0,mus
FF_1_b,1,coordination,10,2530.34,7,0,mus
FF_1_b,1,coordination,11,3769.67999999999,2,0,mus
FF_1_b,1,coordination,12,3478.04000000001,7,0,mus
FF_1_b,1,coordination,13,2623.39999999999,6,0,mus
FF_1_b,1,coordination,14,2273.73999999999,3,0,mus
FF_1_b,1,coordination,15,2556.09999999998,10,0,mus
FF_1_b,1,coordination,16,3218.14000000001,9,0,mus
FF_1_b,1,coordination,17,1819.46000000002,12,0,mus
FF_1_b,1,coordination,18,22799.82,15,0,mus
FF_1_b,1,coordination,19,1756.62,8,0,mus
FF_1_b,1,coordination,20,2753.62,5,0,mus
FF_1_b,1,coordination,21,1567.62,4,0,mus
FF_1_b,1,lottery,1,3071.85999999999,13,1,mus
FF_1_b,1,lottery,2,1728.23999999999,14,1,mus
FF_1_b,1,lottery,3,2183.31999999995,3,0,mus
FF_1_b,1,lottery,4,1764.94,12,1,mus
FF_1_b,1,lottery,5,8850.94,5,0,mus
FF_1_b,1,lottery,6,1540.97999999998,2,0,mus
FF_1_b,1,lottery,7,2411.64000000001,6,0,mus
FF_1_b,1,lottery,8,1183.29999999999,4,0,mus
FF_1_b,1,lottery,9,1868.02000000002,9,1,mus
FF_1_b,1,lottery,10,1014.35999999999,11,1,mus
FF_1_b,1,lottery,11,1041.41999999998,9,1,mus
FF_1_b,1,lottery,12,1269.08000000002,5,0,mus
FF_1_b,1,lottery,13,2109.41999999998,7,1,mus
FF_1_b,1,lottery,14,1709.41999999998,8,1,mus
FF_1_b,1,lottery,15,1085.44,8,1,mus
FF_1_b,1,lottery,16,958.099999999977,1,0,mus
FF_1_b,1,lottery,17,1036.09999999998,10,1,mus
FF_1_b,1,lottery,18,1447.82000000001,7,1,mus
FF_1_b,1,lottery,19,1129.47999999998,15,1,mus
FF_1_b,1,lottery,20,1560.82000000001,10,1,mus
FF_1_b,1,lottery,21,1623.82000000001,6,0,mus
MM_1_b,1,coordination,1,9804.64000000001,9,0,silent
MM_1_b,1,coordination,2,8247.72,10,0,silent
MM_1_b,1,coordination,3,12194.46,5,1,silent
MM_1_b,1,coordination,4,5927.22,1,0,silent
MM_1_b,1,coordination,5,10141.64,15,0,silent
MM_1_b,1,coordination,6,14051.38,4,0,silent
MM_1_b,1,coordination,7,10925.52,8,0,silent
MM_1_b,1,coordination,8,12628.98,12,1,silent
MM_1_b,1,coordination,9,4639.40000000002,8,0,silent
MM_1_b,1,coordination,10,5954.12,9,0,silent
MM_1_b,1,coordination,11,3032.15999999997,7,0,silent
MM_1_b,1,coordination,12,5458.52000000002,13,1,silent
MM_1_b,1,coordination,13,2821.58000000002,11,0,silent
MM_1_b,1,coordination,14,1904.96000000002,6,0,silent
MM_1_b,1,coordination,15,2119.97999999998,5,0,silent
MM_1_b,1,coordination,16,6151.34000000003,6,0,silent
MM_1_b,1,coordination,17,2493.40000000002,7,0,silent
MM_1_b,1,coordination,18,2109.08000000002,10,0,silent
MM_1_b,1,coordination,19,1854.09999999998,2,0,silent
MM_1_b,1,coordination,20,5255.12,14,1,silent
MM_1_b,1,coordination,21,5768.17999999999,3,0,silent
MM_1_b,1,lottery,1,9494.52000000002,4,0,silent
MM_1_b,1,lottery,2,6677.28000000003,5,0,silent
MM_1_b,1,lottery,3,2159.65999999997,1,0,silent
MM_1_b,1,lottery,4,1349.70000000001,13,1,silent
MM_1_b,1,lottery,5,3612.38,9,0,silent
MM_1_b,1,lottery,6,1080.41999999998,8,0,silent
MM_1_b,1,lottery,7,1257.76000000001,9,0,silent
MM_1_b,1,lottery,8,2202.76000000001,5,0,silent
MM_1_b,1,lottery,9,10438.8,15,1,silent
MM_1_b,1,lottery,10,1025.56,6,0,silent
MM_1_b,1,lottery,11,3260.90000000002,12,1,silent
MM_1_b,1,lottery,12,1340.94,10,0,silent
MM_1_b,1,lottery,13,1516.63999999996,11,0,silent
MM_1_b,1,lottery,14,1580.67999999999,10,0,silent
MM_1_b,1,lottery,15,1595.02000000002,3,0,silent
MM_1_b,1,lottery,16,1333.32000000001,2,0,silent
MM_1_b,1,lottery,17,1182.03999999998,6,0,silent
MM_1_b,1,lottery,18,1417.38,14,1,silent
MM_1_b,1,lottery,19,982.739999999991,7,0,silent
MM_1_b,1,lottery,20,1228.08000000002,7,0,silent
MM_1_b,1,lottery,21,1422.41999999998,8,0,silent
MM_1_b,2,coordination,1,2302.42000000001,4,0,silent
MM_1_b,2,coordination,2,798.420000000013,6,0,silent
MM_1_b,2,coordination,3,835.119999999995,8,0,silent
MM_1_b,2,coordination,4,1294.78,5,0,silent
MM_1_b,2,coordination,5,941.459999999992,10,0,silent
MM_1_b,2,coordination,6,621.160000000003,5,0,silent
MM_1_b,2,coordination,7,759.5,2,0,silent
MM_1_b,2,coordination,8,639.5,7,0,silent
MM_1_b,2,coordination,9,473.160000000003,6,0,silent
MM_1_b,2,coordination,10,2666.5,15,0,silent
MM_1_b,2,coordination,11,819.540000000008,11,0,silent
MM_1_b,2,coordination,12,1135.89999999999,9,0,silent
MM_1_b,2,coordination,13,540.579999999987,7,0,silent
MM_1_b,2,coordination,14,556.260000000009,13,0,silent
MM_1_b,2,coordination,15,1627.26000000001,14,0,silent
MM_1_b,2,coordination,16,1941.60000000001,12,0,silent
MM_1_b,2,coordination,17,1318.29999999999,3,0,silent
MM_1_b,2,coordination,18,867.640000000014,8,0,silent
MM_1_b,2,coordination,19,982,10,0,silent
MM_1_b,2,coordination,20,707.339999999997,9,0,silent
MM_1_b,2,coordination,21,1594.34,1,0,silent
MM_1_b,2,lottery,1,5065.44,7,0,silent
MM_1_b,2,lottery,2,6114.5,11,0,silent
MM_1_b,2,lottery,3,1852.56,5,0,silent
MM_1_b,2,lottery,4,1397.57999999999,1,0,silent
MM_1_b,2,lottery,5,897.260000000009,3,0,silent
MM_1_b,2,lottery,6,2201.95999999999,10,0,silent
MM_1_b,2,lottery,7,861.959999999992,8,0,silent
MM_1_b,2,lottery,8,1176.95999999999,5,0,silent
MM_1_b,2,lottery,9,2093.29999999999,9,0,silent
MM_1_b,2,lottery,10,3349,12,0,silent
MM_1_b,2,lottery,11,1723.70000000001,7,0,silent
MM_1_b,2,lottery,12,2603.06,10,0,silent
MM_1_b,2,lottery,13,2216.07999999999,6,0,silent
MM_1_b,2,lottery,14,3795.10000000001,13,1,silent
MM_1_b,2,lottery,15,688.799999999988,4,0,silent
MM_1_b,2,lottery,16,633.359999999986,2,0,silent
MM_1_b,2,lottery,17,812.820000000007,9,0,silent
MM_1_b,2,lottery,18,1304.84000000003,8,0,silent
MM_1_b,2,lottery,19,2503.88,15,0,silent
MM_1_b,2,lottery,20,1151.90000000002,6,0,silent
MM_1_b,2,lottery,21,1548.91999999998,14,1,silent
MM_2_b,1,coordination,1,3452.03999999998,13,0,mus
MM_2_b,1,coordination,2,3823.09999999998,5,0,mus
MM_2_b,1,coordination,3,3601.41999999998,5,0,mus
MM_2_b,1,coordination,4,2518.47999999998,10,0,mus
MM_2_b,1,coordination,5,2205.82000000001,10,0,mus
MM_2_b,1,coordination,6,1816.63999999996,8,0,mus
MM_2_b,1,coordination,7,2116.65999999997,7,0,mus
MM_2_b,1,coordination,8,1956.84000000003,11,0,mus
MM_2_b,1,coordination,9,1411.88,12,0,mus
MM_2_b,1,coordination,10,1678.88,8,0,mus
MM_2_b,1,coordination,11,1552.21999999997,1,0,mus
MM_2_b,1,coordination,12,1630.28000000003,9,0,mus
MM_2_b,1,coordination,13,2865.62,15,0,mus
MM_2_b,1,coordination,14,1242.62,9,0,mus
MM_2_b,1,coordination,15,1566.28000000003,2,0,mus
MM_2_b,1,coordination,16,1340.29999999999,4,0,mus
MM_2_b,1,coordination,17,1194.97999999998,14,0,mus
MM_2_b,1,coordination,18,1295.64000000001,3,0,mus
MM_2_b,1,coordination,19,1159.32000000001,6,0,mus
MM_2_b,1,coordination,20,1262.35999999999,6,0,mus
MM_2_b,1,coordination,21,1119.35999999999,7,0,mus
MM_2_b,1,lottery,1,44411.3,9,0,mus
MM_2_b,1,lottery,2,3998.52000000002,15,1,mus
MM_2_b,1,lottery,3,3098.21999999997,1,0,mus
MM_2_b,1,lottery,4,3315.92000000004,13,1,mus
MM_2_b,1,lottery,5,1465.93999999994,5,0,mus
MM_2_b,1,lottery,6,29851.96,10,0,mus
MM_2_b,1,lottery,7,2398.16000000003,9,0,mus
MM_2_b,1,lottery,8,2402.83999999997,6,0,mus
MM_2_b,1,lottery,9,1286.83999999997,11,1,mus
MM_2_b,1,lottery,10,1263.52000000002,4,0,mus
MM_2_b,1,lottery,11,1096.52000000002,3,0,mus
MM_2_b,1,lottery,12,993.199999999953,7,0,mus
MM_2_b,1,lottery,13,1350.0199999999,6,0,mus
MM_2_b,1,lottery,14,908.579999999958,2,0,mus
MM_2_b,1,lottery,15,1092.57999999996,5,0,mus
MM_2_b,1,lottery,16,4093.26000000001,10,1,mus
MM_2_b,1,lottery,17,1996.93999999994,8,0,mus
MM_2_b,1,lottery,18,1730.59999999998,14,1,mus
MM_2_b,1,lottery,19,1305.95999999996,12,1,mus
MM_2_b,1,lottery,20,1049.95999999996,7,0,mus
MM_2_b,1,lottery,21,1828.64000000001,8,0,mus
MM_2_b,2,coordination,1,1397.54000000001,8,0,mus
MM_2_b,2,coordination,2,577.239999999991,8,0,mus
MM_2_b,2,coordination,3,566.619999999995,3,0,mus
MM_2_b,2,coordination,4,485.600000000006,7,0,mus
MM_2_b,2,coordination,5,885.260000000009,2,0,mus
MM_2_b,2,coordination,6,549.920000000013,13,0,mus
MM_2_b,2,coordination,7,468.600000000006,15,0,mus
MM_2_b,2,coordination,8,989.940000000002,5,0,mus
MM_2_b,2,coordination,9,778.619999999995,14,0,mus
MM_2_b,2,coordination,10,639.940000000002,6,0,mus
MM_2_b,2,coordination,11,914.619999999995,6,0,mus
MM_2_b,2,coordination,12,530.619999999995,10,0,mus
MM_2_b,2,coordination,13,657.959999999992,7,0,mus
MM_2_b,2,coordination,14,707.959999999992,12,0,mus
MM_2_b,2,coordination,15,716,9,0,mus
MM_2_b,2,coordination,16,548,11,0,mus
MM_2_b,2,coordination,17,643.700000000012,5,0,mus
MM_2_b,2,coordination,18,605.359999999986,9,0,mus
MM_2_b,2,coordination,19,625.359999999986,10,0,mus
MM_2_b,2,coordination,20,844.700000000012,4,0,mus
MM_2_b,2,coordination,21,806.380000000005,1,0,mus
MM_2_b,2,lottery,1,2508.89999999999,12,1,mus
MM_2_b,2,lottery,2,788.899999999994,6,0,mus
MM_2_b,2,lottery,3,721.579999999987,8,0,mus
MM_2_b,2,lottery,4,848.920000000013,5,0,mus
MM_2_b,2,lottery,5,1364.60000000001,15,1,mus
MM_2_b,2,lottery,6,1977.64000000001,14,1,mus
MM_2_b,2,lottery,7,6981.95999999999,9,0,mus
MM_2_b,2,lottery,8,1427.34,7,0,mus
MM_2_b,2,lottery,9,951.679999999993,7,0,mus
MM_2_b,2,lottery,10,2244.70000000001,9,0,mus
MM_2_b,2,lottery,11,1072.38,5,0,mus
MM_2_b,2,lottery,12,1104.72,11,1,mus
MM_2_b,2,lottery,13,928.739999999991,2,0,mus
MM_2_b,2,lottery,14,1048.07999999999,4,0,mus
MM_2_b,2,lottery,15,1410.76000000001,6,0,mus
MM_2_b,2,lottery,16,1494.76000000001,3,0,mus
MM_2_b,2,lottery,17,775.440000000002,1,0,mus
MM_2_b,2,lottery,18,1396.78,13,1,mus
MM_2_b,2,lottery,19,4968.48000000001,10,1,mus
MM_2_b,2,lottery,20,1117.82000000001,8,0,mus
MM_2_b,2,lottery,21,1453.17999999999,10,0,mus
MM_2_a,1,coordination,1,1595.50000000038,11,0,mus
MM_2_a,1,coordination,2,1022.70000000056,8,0,mus
MM_2_a,1,coordination,3,1228.39999999982,12,0,mus
MM_2_a,1,coordination,4,1222.90000000056,9,0,mus
MM_2_a,1,coordination,5,1804.20000000038,5,0,mus
MM_2_a,1,coordination,6,1558.40000000037,13,0,mus
MM_2_a,1,coordination,7,8326.19999999981,6,0,mus
MM_2_a,1,coordination,8,683.300000000003,10,0,mus
MM_2_a,1,coordination,9,1108.60000000037,3,0,mus
MM_2_a,1,coordination,10,1550.89999999999,10,0,mus
MM_2_a,1,coordination,11,2635.30000000056,7,0,mus
MM_2_a,1,coordination,12,1216.40000000001,4,0,mus
MM_2_a,1,coordination,13,1077.39999999982,5,0,mus
MM_2_a,1,coordination,14,3324.30000000019,9,0,mus
MM_2_a,1,coordination,15,1221.50000000038,6,0,mus
MM_2_a,1,coordination,16,3394.30000000019,8,0,mus
MM_2_a,1,coordination,17,2791.10000000001,14,1,mus
MM_2_a,1,coordination,18,850.200000000012,2,0,mus
MM_2_a,1,coordination,19,991.899999999994,7,0,mus
MM_2_a,1,coordination,20,2676.50000000019,15,1,mus
MM_2_a,1,coordination,21,1138.70000000038,1,0,mus
MM_2_a,1,lottery,1,2276.4000000002,9,1,mus
MM_2_a,1,lottery,2,1299.79999999999,11,1,mus
MM_2_a,1,lottery,3,10575.1,7,0,mus
MM_2_a,1,lottery,4,1333.40000000002,14,1,mus
MM_2_a,1,lottery,5,1237.00000000055,2,0,mus
MM_2_a,1,lottery,6,3199.39999999999,8,1,mus
MM_2_a,1,lottery,7,1099.90000000002,3,0,mus
MM_2_a,1,lottery,8,2195.5999999998,4,0,mus
MM_2_a,1,lottery,9,2571,8,1,mus
MM_2_a,1,lottery,10,1134.10000000056,10,1,mus
MM_2_a,1,lottery,11,904.10000000018,12,1,mus
MM_2_a,1,lottery,12,886.700000000361,1,0,mus
MM_2_a,1,lottery,13,1670.90000000037,6,0,mus
MM_2_a,1,lottery,14,1215.30000000057,13,1,mus
MM_2_a,1,lottery,15,1301.20000000001,15,1,mus
MM_2_a,1,lottery,16,1991,9,1,mus
MM_2_a,1,lottery,17,1116.10000000038,6,0,mus
MM_2_a,1,lottery,18,1188.9000000002,5,0,mus
MM_2_a,1,lottery,19,3593.80000000019,7,0,mus
MM_2_a,1,lottery,20,938.500000000553,10,1,mus
MM_2_a,1,lottery,21,4684.70000000001,5,0,mus
MM_2_a,2,coordination,1,7317.60000000001,7,0,mus
MM_2_a,2,coordination,2,4485.60000000001,8,0,mus
MM_2_a,2,coordination,3,6367.39999999962,5,0,mus
MM_2_a,2,coordination,4,1356.60000000001,1,0,mus
MM_2_a,2,coordination,5,4634.99999999971,9,0,mus
MM_2_a,2,coordination,6,2174.99999999983,14,1,mus
MM_2_a,2,coordination,7,4004.99999999971,4,0,mus
MM_2_a,2,coordination,8,7487.79999999999,10,0,mus
MM_2_a,2,coordination,9,1810.69999999972,6,0,mus
MM_2_a,2,coordination,10,4696.1999999999,15,1,mus
MM_2_a,2,coordination,11,9088.49999999991,12,0,mus
MM_2_a,2,coordination,12,3681.49999999991,7,0,mus
MM_2_a,2,coordination,13,1689.89999999999,5,0,mus
MM_2_a,2,coordination,14,15549.1999999998,13,0,mus
MM_2_a,2,coordination,15,1089.99999999962,3,0,mus
MM_2_a,2,coordination,16,1589.0999999998,9,0,mus
MM_2_a,2,coordination,17,5989.49999999983,11,0,mus
MM_2_a,2,coordination,18,2054.70000000001,6,0,mus
MM_2_a,2,coordination,19,7448.69999999995,8,0,mus
MM_2_a,2,coordination,20,1805.99999999965,10,0,mus
MM_2_a,2,coordination,21,994.599999999627,2,0,mus
MM_2_a,2,lottery,1,3107.19999999984,15,1,mus
MM_2_a,2,lottery,2,2106.19999999984,8,1,mus
MM_2_a,2,lottery,3,2666.5,7,1,mus
MM_2_a,2,lottery,4,1053.1999999999,12,1,mus
MM_2_a,2,lottery,5,1552.1999999999,2,0,mus
MM_2_a,2,lottery,6,1504.59999999998,14,1,mus
MM_2_a,2,lottery,7,1749.90000000002,6,0,mus
MM_2_a,2,lottery,8,1975.09999999992,4,0,mus
MM_2_a,2,lottery,9,2493.09999999974,5,0,mus
MM_2_a,2,lottery,10,4726.19999999972,11,1,mus
MM_2_a,2,lottery,11,1189.59999999963,5,0,mus
MM_2_a,2,lottery,12,2345.59999999974,6,0,mus
MM_2_a,2,lottery,13,3058.09999999974,7,0,mus
MM_2_a,2,lottery,14,1340.59999999974,10,1,mus
MM_2_a,2,lottery,15,2649.60000000003,10,1,mus
MM_2_a,2,lottery,16,933.099999999802,3,0,mus
MM_2_a,2,lottery,17,2094.09999999974,9,1,mus
MM_2_a,2,lottery,18,1134.59999999974,1,0,mus
MM_2_a,2,lottery,19,1365.49999999971,13,1,mus
MM_2_a,2,lottery,20,1443.5,9,1,mus
MM_2_a,2,lottery,21,1390.59999999974,8,1,mus
MM_1_a,1,coordination,1,4269.2,4,0,silent
MM_1_a,1,coordination,2,1244.80000001192,1,0,silent
MM_1_a,1,coordination,3,17727.6999999762,13,1,silent
MM_1_a,1,coordination,4,3995.39999999999,11,0,silent
MM_1_a,1,coordination,5,902.300000000003,6,0,silent
MM_1_a,1,coordination,6,888.39999996424,6,0,silent
MM_1_a,1,coordination,7,1337.79999999999,12,1,silent
MM_1_a,1,coordination,8,1273.09999996424,10,1,silent
MM_1_a,1,coordination,9,1226.60000001191,2,0,silent
MM_1_a,1,coordination,10,10981.5000000119,9,0,silent
MM_1_a,1,coordination,11,1108.29999998808,7,0,silent
MM_1_a,1,coordination,12,2108.49999997616,10,0,silent
MM_1_a,1,coordination,13,788.999999964231,7,0,silent
MM_1_a,1,coordination,14,3617.89999999999,15,1,silent
MM_1_a,1,coordination,15,838.399999988091,3,0,silent
MM_1_a,1,coordination,16,1017.70000001192,14,1,silent
MM_1_a,1,coordination,17,612.099999964237,5,0,silent
MM_1_a,1,coordination,18,752.399999964226,8,0,silent
MM_1_a,1,coordination,19,1341.89999997616,9,0,silent
MM_1_a,1,coordination,20,821.200000000012,8,0,silent
MM_1_a,1,coordination,21,657.09999997617,5,0,silent
MM_1_a,1,lottery,1,5506.99999996423,7,1,silent
MM_1_a,1,lottery,2,3427.70000001192,13,1,silent
MM_1_a,1,lottery,3,8903.29999999999,8,1,silent
MM_1_a,1,lottery,4,1158.19999997615,5,0,silent
MM_1_a,1,lottery,5,2707.69999998808,2,0,silent
MM_1_a,1,lottery,6,1454.49999996423,8,1,silent
MM_1_a,1,lottery,7,2984.39999997616,9,1,silent
MM_1_a,1,lottery,8,1918.29999999999,14,1,silent
MM_1_a,1,lottery,9,1717.89999999999,10,1,silent
MM_1_a,1,lottery,10,1301.79999998808,6,0,silent
MM_1_a,1,lottery,11,1749.49999998807,15,1,silent
MM_1_a,1,lottery,12,1603.79999997615,11,1,silent
MM_1_a,1,lottery,13,831.199999988079,4,0,silent
MM_1_a,1,lottery,14,10204.7000000119,9,1,silent
MM_1_a,1,lottery,15,776.799999999988,5,0,silent
MM_1_a,1,lottery,16,1663.0999999881,1,0,silent
MM_1_a,1,lottery,17,1049.4000000119,12,1,silent
MM_1_a,1,lottery,18,868.300000011921,7,0,silent
MM_1_a,1,lottery,19,2262.39999996423,10,1,silent
MM_1_a,1,lottery,20,1224.09999997617,3,0,silent
MM_1_a,1,lottery,21,1707.49999998807,6,0,silent
MM_1_a,2,coordination,1,38341.1000000119,8,1,silent
MM_1_a,2,coordination,2,15471.7000000477,13,1,silent
MM_1_a,2,coordination,3,9516.29999999999,5,0,silent
MM_1_a,2,coordination,4,5149.59999999998,5,0,silent
MM_1_a,2,coordination,5,17940.0000000357,7,0,silent
MM_1_a,2,coordination,6,1635.40000002383,14,1,silent
MM_1_a,2,coordination,7,3800.50000003574,6,0,silent
MM_1_a,2,coordination,8,1770.70000002382,10,1,silent
MM_1_a,2,coordination,9,5136.20000001194,4,0,silent
MM_1_a,2,coordination,10,1975.50000001193,11,1,silent
MM_1_a,2,coordination,11,27628.9000000238,8,0,silent
MM_1_a,2,coordination,12,1836.40000002383,7,0,silent
MM_1_a,2,coordination,13,1160.80000001192,1,0,silent
MM_1_a,2,coordination,14,1213.20000001194,10,1,silent
MM_1_a,2,coordination,15,23051.2000000238,3,0,silent
MM_1_a,2,coordination,16,14327.8,9,1,silent
MM_1_a,2,coordination,17,4127.70000004768,15,1,silent
MM_1_a,2,coordination,18,17825.8,9,1,silent
MM_1_a,2,coordination,19,2087.50000003574,6,0,silent
MM_1_a,2,coordination,20,1214.3000000238,2,0,silent
MM_1_a,2,coordination,21,6356.3000000238,12,1,silent
MM_1_a,2,lottery,1,7380.40000002389,9,1,silent
MM_1_a,2,lottery,2,5555.60000003572,7,0,silent
MM_1_a,2,lottery,3,2514.80000003579,1,0,silent
MM_1_a,2,lottery,4,4642.00000003574,5,0,silent
MM_1_a,2,lottery,5,2099.4000000119,5,0,silent
MM_1_a,2,lottery,6,1749.99999999988,15,1,silent
MM_1_a,2,lottery,7,1155.20000002382,14,1,silent
MM_1_a,2,lottery,8,5595.9000000119,3,0,silent
MM_1_a,2,lottery,9,8361.80000000005,7,0,silent
MM_1_a,2,lottery,10,2727.40000004764,6,0,silent
MM_1_a,2,lottery,11,968.800000011921,8,1,silent
MM_1_a,2,lottery,12,1101.40000004764,10,1,silent
MM_1_a,2,lottery,13,1236.90000002389,8,1,silent
MM_1_a,2,lottery,14,1143.80000001192,9,1,silent
MM_1_a,2,lottery,15,1025.10000002384,12,1,silent
MM_1_a,2,lottery,16,1096.50000004773,10,1,silent
MM_1_a,2,lottery,17,24124.8000000119,2,0,silent
MM_1_a,2,lottery,18,7276.50000004773,11,1,silent
MM_1_a,2,lottery,19,23064.8000000477,4,0,silent
MM_1_a,2,lottery,20,933.29999999993,13,1,silent
MM_1_a,2,lottery,21,5180.5,6,1,silent
FF_1_b,2,coordination,1,1908.56,6,0,mus
FF_1_b,2,coordination,2,1035.56,10,0,mus
FF_1_b,2,coordination,3,743.220000000001,4,0,mus
FF_1_b,2,coordination,4,852.880000000005,5,0,mus
FF_1_b,2,coordination,5,782.899999999994,5,0,mus
FF_1_b,2,coordination,6,821.220000000001,7,0,mus
FF_1_b,2,coordination,7,896.579999999987,10,0,mus
FF_1_b,2,coordination,8,841.260000000009,3,0,mus
FF_1_b,2,coordination,9,562.940000000002,14,0,mus
FF_1_b,2,coordination,10,648.940000000002,13,0,mus
FF_1_b,2,coordination,11,1147.60000000001,7,0,mus
FF_1_b,2,coordination,12,915.279999999999,11,0,mus
